    Energy    <xanes>    
   7072.00  5.3609300E-04
   7072.50  5.4258135E-04
   7073.00  5.4921864E-04
   7073.50  5.5601001E-04
   7074.00  5.6296086E-04
   7074.50  5.7007681E-04
   7075.00  5.7736377E-04
   7075.50  5.8482793E-04
   7076.00  5.9247577E-04
   7076.50  6.0031411E-04
   7077.00  6.0835009E-04
   7077.50  6.1659121E-04
   7078.00  6.2504535E-04
   7078.50  6.3372083E-04
   7079.00  6.4262635E-04
   7079.50  6.5177112E-04
   7080.00  6.6116482E-04
   7080.50  6.7081765E-04
   7081.00  6.8074039E-04
   7081.50  6.9094442E-04
   7082.00  7.0144174E-04
   7082.50  7.1224508E-04
   7083.00  7.2336787E-04
   7083.50  7.3482437E-04
   7084.00  7.4662965E-04
   7084.50  7.5879974E-04
   7085.00  7.7135164E-04
   7085.50  7.8430341E-04
   7086.00  7.9767427E-04
   7086.50  8.1148468E-04
   7087.00  8.2575643E-04
   7087.50  8.4051278E-04
   7088.00  8.5577857E-04
   7088.50  8.7158034E-04
   7089.00  8.8794649E-04
   7089.50  9.0490746E-04
   7090.00  9.2249590E-04
   7090.50  9.4074686E-04
   7091.00  9.5969804E-04
   7091.50  9.7939004E-04
   7092.00  9.9986660E-04
   7092.50  1.0211750E-03
   7093.00  1.0433663E-03
   7093.50  1.0664958E-03
   7094.00  1.0906236E-03
   7094.50  1.1158148E-03
   7095.00  1.1421404E-03
   7095.50  1.1696777E-03
   7096.00  1.1985113E-03
   7096.50  1.2287336E-03
   7097.00  1.2604459E-03
   7097.50  1.2937599E-03
   7098.00  1.3287982E-03
   7098.50  1.3656964E-03
   7099.00  1.4046046E-03
   7099.50  1.4456893E-03
   7100.00  1.4891360E-03
   7100.50  1.5351515E-03
   7101.00  1.5839677E-03
   7101.50  1.6358449E-03
   7102.00  1.6910767E-03
   7102.50  1.7499954E-03
   7103.00  1.8129789E-03
   7103.50  1.8804585E-03
   7104.00  1.9529290E-03
   7104.50  2.0309610E-03
   7105.00  2.1152166E-03
   7105.50  2.2064684E-03
   7106.00  2.3056252E-03
   7106.50  2.4137642E-03
   7107.00  2.5321743E-03
   7107.10  2.5574102E-03
   7107.20  2.5829517E-03
   7107.30  2.6088088E-03
   7107.40  2.6349914E-03
   7107.50  2.6624151E-03
   7107.60  2.6902606E-03
   7107.70  2.7184652E-03
   7107.80  2.7470412E-03
   7107.90  2.7760014E-03
   7108.00  2.8063993E-03
   7108.10  2.8372946E-03
   7108.20  2.8686170E-03
   7108.30  2.9003822E-03
   7108.40  2.9326068E-03
   7108.50  2.9665134E-03
   7108.60  3.0010150E-03
   7108.70  3.0360322E-03
   7108.80  3.0715862E-03
   7108.90  3.1076994E-03
   7108.91  3.1104883E-03
   7109.01  3.1481063E-03
   7109.11  3.1866495E-03
   7109.21  3.2261562E-03
   7109.31  3.2666673E-03
   7109.41  3.3082268E-03
   7109.51  3.3508820E-03
   7109.61  3.3946837E-03
   7109.71  3.4396873E-03
   7109.81  3.4859531E-03
   7109.91  3.5335469E-03
   7110.01  3.5825412E-03
   7110.11  3.6330165E-03
   7110.21  3.6850622E-03
   7110.31  3.7387789E-03
   7110.41  3.7942807E-03
   7110.51  3.8516974E-03
   7110.61  3.9111791E-03
   7110.71  3.9728995E-03
   7110.81  4.0370622E-03
   7110.91  4.1039061E-03
   7111.01  4.1737124E-03
   7111.11  4.2468089E-03
   7111.21  4.3235705E-03
   7111.31  4.4044051E-03
   7111.41  4.4897142E-03
   7111.51  4.5798037E-03
   7111.61  4.6747257E-03
   7111.71  4.7740581E-03
   7111.81  4.8767142E-03
   7111.91  4.9809965E-03
   7112.01  5.0852073E-03
   7112.11  5.1883573E-03
   7112.21  5.2904425E-03
   7112.31  5.3926598E-03
   7112.41  5.4968730E-03
   7112.51  5.6050114E-03
   7112.61  5.7187308E-03
   7112.71  5.8393543E-03
   7112.81  5.9679652E-03
   7112.91  6.1055369E-03
   7113.01  6.2530443E-03
   7113.11  6.4115412E-03
   7113.21  6.5822010E-03
   7113.31  6.7663095E-03
   7113.41  6.9651861E-03
   7113.51  7.1799909E-03
   7113.61  7.4113858E-03
   7113.71  7.6590906E-03
   7113.81  7.9215325E-03
   7113.91  8.1960030E-03
